DEPTH,BS,CALI,DDEN,DEN,DT,GR,NPHI,PEF,RDEEP,RMED,RSHAL
4913.5,8.5,8.6588,-0.007,2.3735,71.6086,24.7963,0.137,1.8203,4.1634,2.2365,2.1527
4914,8.5,8.6588,-0.0085,2.3727,71.4363,24.6369,0.1331,1.8208,4.1597,2.2458,2.1815
4914.5,8.5,8.6701,-0.0093,2.3717,71.5696,24.1176,0.1252,1.8237,4.221,2.2801,2.217
4915,8.5,8.6663,-0.0092,2.3754,71.2626,24.2736,0.1232,1.8254,4.2585,2.2925,2.2513
4915.5,8.5,8.6588,-0.0079,2.3845,70.361,22.7453,0.1197,1.8272,4.3584,2.3603,2.3044
4916,8.5,8.6814,-0.0068,2.3902,69.8603,20.8895,0.1123,1.8375,4.6949,2.548,2.3618
4916.5,8.5,8.6814,-0.0058,2.3966,69.7335,20.8634,0.1082,1.8508,4.74,2.576,2.461
4917,8.5,8.6926,-0.0042,2.4051,70.5258,21.7721,0.1075,1.8417,4.723,2.5779,2.4768
4917.5,8.5,8.6926,-0.0013,2.4213,71.7441,21.9369,0.1116,1.8054,4.7092,2.5965,2.4952
4918,8.5,8.7265,0.0005,2.4257,72.8476,23.5351,0.1104,1.7768,4.7842,2.6486,2.4481
4918.5,8.5,8.7114,0.0002,2.4249,73.049,25.0873,0.1105,1.7878,4.8694,2.7376,2.4666
4919,8.5,8.7039,-0.0011,2.4225,72.5263,29.0256,0.1098,1.8323,4.9788,2.8277,2.5126
4919.5,8.5,8.7039,-0.0028,2.4225,71.2065,30.7963,0.1134,1.8868,5.0111,2.8822,2.6967
4920,8.5,8.7039,-0.0047,2.4238,71.0098,30.1094,0.1092,1.9287,5.11,2.9885,2.7923
4920.5,8.5,8.7039,-0.0068,2.4223,70.0538,30.5826,0.1037,1.9481,5.2712,3.15,2.9076
4921,8.5,8.7039,-0.0072,2.4339,69.588,27.2137,0.0974,1.9327,5.5923,3.4039,3.0731
4921.5,8.5,8.749,-0.0066,2.4442,68.6953,26.9975,0.09,1.8971,5.8858,3.5803,3.3124
4922,8.5,8.749,-0.0055,2.4599,68.2323,26.2781,0.0857,1.8575,6.2356,3.8235,3.6616
4922.5,8.5,8.749,-0.0057,2.4645,68.0985,24.5904,0.0843,1.8346,6.7873,4.1282,3.9747
4923,8.5,8.7716,-0.0065,2.4693,66.0638,22.7528,0.0756,1.8334,7.5683,4.5701,4.3845
4923.5,8.5,8.7941,-0.0073,2.4712,65.4183,19.5834,0.0638,1.8476,8.6476,5.1531,4.9555
4924,8.5,8.8167,-0.0079,2.478,64.1198,20.092,0.0543,1.8605,10.2355,5.8734,6.0613
4924.5,8.5,8.8392,-0.0061,2.4993,63.8944,19.8523,0.0465,1.8504,12.8068,7.4547,8.0494
4925,8.5,8.9069,-0.0027,2.5224,64.8145,21.0934,0.0428,1.8191,16.7664,10.4439,10.8459
4925.5,8.5,9.0196,0.0004,2.534,64.966,23.9602,0.0451,1.7874,21.6373,14.4117,14.1247
4926,8.5,9.1098,0.0011,2.5182,66.5306,25.2846,0.0603,1.7768,12.8395,9.9638,9.4556
4926.5,8.5,9.1324,-0.0017,2.4695,69.5183,28.847,0.0806,1.817,8.14,6.6755,4.6187
4927,8.5,9.2339,-0.0058,2.4416,71.884,32.7297,0.1101,1.9149,4.6104,3.9511,3.568
4927.5,8.5,9.3015,-0.0091,2.4322,73.6762,46.9841,0.1216,2.0683,3.7402,3.4152,3.8155
4928,8.5,9.8315,-0.0071,2.4649,75.2973,57.8893,0.1298,2.1874,11.8875,10.4123,6.7094
4928.5,8.5,10.0119,-0.002,2.4715,75.6373,60.2999,0.1395,2.183,22.5009,21.1015,7.9306
4929,8.5,10.2938,0.0005,2.4563,75.4526,49.7841,0.1347,2.0657,16.0275,15.2434,6.7353
4929.5,8.5,10.3952,-0.0018,2.4302,77.7462,41.1017,0.127,1.941,13.8734,13.1507,5.9252
4930,8.5,10.4742,-0.0046,2.4371,76.9793,40.6507,0.1236,1.8897,13.6666,12.7838,6.4307
4930.5,8.5,10.5869,-0.0036,2.4751,74.5479,48.1208,0.128,1.9006,17.9737,15.9952,10.4304
4931,8.5,10.6884,-0.0008,2.5174,72.5438,58.4909,0.1341,1.9349,31.3474,28.0504,24.6291
4931.5,8.5,10.7937,0.0016,2.5399,70.6968,73.0436,0.1428,1.9736,68.327,66.3391,66.451
4932,8.5,10.9478,0.0047,2.5378,70.7132,83.3592,0.1576,2.0025,95.3762,99.0463,30.7417
4932.5,8.5,11.038,0.0099,2.5141,72.1032,81.7876,0.1592,2.0094,44.5515,41.3701,13.1829
4933,8.5,11.0943,0.0206,2.4863,73.3001,68.6502,0.1456,2.0067,22.6042,21.2621,10.7369
4933.5,8.5,11.2823,0.0439,2.4705,74.4276,61.9626,0.1349,2.0047,21.0923,20.7621,14.5539
4934,8.5,11.365,0.0801,2.4867,74.4366,61.7042,0.1352,1.9951,27.1711,30.2569,14.1799
4934.5,8.5,11.7934,0.1053,2.4849,74.4553,61.4573,0.1362,1.9638,26.4145,28.752,6.719
4935,8.5,12.0415,0.1004,2.4502,76.6296,49.513,0.1348,1.9182,16.1135,17.564,3.8328
4935.5,8.5,11.9287,0.0756,2.401,77.8513,37.3623,0.1339,1.8853,10.9818,12.6188,2.3969
4936,8.5,11.6807,0.0606,2.381,77.1356,30.2876,0.1311,1.8874,8.3686,9.9445,2.4896
4936.5,8.5,11.9513,0.0709,2.3895,75.8156,28.6536,0.1176,1.9235,11.9321,14.4542,2.8136
4937,8.5,11.9175,0.0973,2.3905,73.5434,29.3288,0.1107,1.969,18.1315,21.8461,3.7334
4937.5,8.5,12.0189,0.1311,2.3988,72.7696,32.946,0.1081,1.9977,11.3233,13.0739,2.3908
4938,8.5,12.0753,0.1683,2.4248,72.7887,37.3091,0.1202,2.0038,10.8303,11.8373,1.9721
4938.5,8.5,12.5827,0.2044,2.4526,73.1662,44.8524,0.1205,1.9977,20.4088,23.2896,2.0964
4939,8.5,12.5715,0.2292,2.4443,73.1439,48.333,0.1294,1.9922,45.3997,62.021,2.0605
4939.5,8.5,12.7932,0.2364,2.4386,73.375,49.7292,0.1245,1.9844,35.3455,50.8745,1.8419
4940,8.5,12.3873,0.2243,2.4623,74.1562,49.4314,0.129,1.9706,28.6176,45.2879,1.9679
4940.5,8.5,12.5827,0.1991,2.4741,74.7499,50.4862,0.1262,1.953,31.1838,47.8267,3.5492
4941,8.5,12.7293,0.1734,2.4082,73.9901,53.8542,0.1367,1.9363,34.7693,51.2214,4.6863
4941.5,8.5,12.4625,0.1651,2.3167,73.7876,50.1034,0.1394,1.9144,28.9923,42.449,3.6713
4942,8.5,12.9661,0.1766,2.2574,74.5672,45.7767,0.1312,1.894,22.7328,35.8364,2.8703
4942.5,8.5,13.6314,0.2071,2.2969,74.4331,39.6284,0.1249,1.8824,22.7652,36.2153,3.1782
4943,8.5,13.7667,0.2458,2.3693,73.9188,38.1187,0.1161,1.8778,27.2432,40.8384,4.0609
4943.5,8.5,13.8306,0.2725,2.4274,74.0356,40.9688,0.1148,1.8763,30.7677,45.6294,3.8403
4944,8.5,12.9548,0.2688,2.4418,73.5098,42.9484,0.1181,1.8695,32.1951,49.154,2.7272
4944.5,8.5,12.718,0.2329,2.4144,74.4987,47.8194,0.1231,1.8723,34.0115,51.4357,2.3758
4945,8.5,12.6955,0.1888,2.3934,75.3533,45.0707,0.1322,1.8903,27.3546,44.0958,1.7037
4945.5,8.5,12.6128,0.1521,2.3963,75.3431,47.2322,0.13,1.9202,22.4425,37.1322,1.3824
4946,8.5,12.4925,0.1208,2.4151,76.2586,48.0266,0.1354,1.9573,22.1924,35.2657,1.4587
4946.5,8.5,12.4249,0.0933,2.4773,75.1154,55.0715,0.1336,1.995,26.1329,43.6638,2.5174
4947,8.5,12.2783,0.0677,2.5262,73.7125,68.1503,0.1376,2.0353,36.6288,59.9575,8.0635
4947.5,8.5,12.0979,0.0461,2.5643,72.7636,79.4573,0.1374,2.0716,48.9515,73.1967,13.8022
4948,8.5,12.0415,0.0266,2.5475,72.8062,87.4102,0.1398,2.0918,28.9666,45.665,22.1557
4948.5,8.5,12.0302,0.0112,2.5229,73.8238,83.4848,0.1385,2.0926,26.0654,36.4087,14.3777
4949,8.5,12.0302,0.0031,2.5111,74.5217,84.3707,0.133,2.0703,23.9439,32.8937,14.8619
4949.5,8.5,12.0077,0.0015,2.5167,74.9167,85.3506,0.1272,2.0379,35.8013,46.0867,17.6816
4950,8.5,11.9814,0.0025,2.5198,74.8276,88.0304,0.1292,2.0112,20.8962,26.9881,14.3753
4950.5,8.5,11.9513,0.0026,2.5155,74.6005,86.7647,0.1296,2.0099,23.7,29.8513,12.1459
4951,8.5,11.9287,0.0034,2.5287,74.1912,91.544,0.1303,2.0459,36.71,49.5854,13.8939
4951.5,8.5,11.9062,0.0037,2.5349,73.2725,92.4373,0.1279,2.1028,51.4523,71.7745,22.3003
4952,8.5,11.8611,0.0032,2.5415,72.18,91.5935,0.1302,2.1432,44.2269,60.0469,30.2002
4952.5,8.5,11.8611,0.0024,2.5414,72.5265,88.6008,0.1253,2.1406,39.9124,50.8181,25.0062
4953,8.5,11.8273,0.0021,2.5438,72.8485,87.509,0.127,2.0999,37.6365,47.0133,31.932
4953.5,8.5,11.816,0.0024,2.5362,73.6081,87.0575,0.1231,2.0513,35.2509,42.152,33.5428
4954,8.5,11.8009,0.0045,2.5186,74.3561,84.3777,0.1239,2.024,30.2875,33.6686,25.3007
4954.5,8.5,11.7784,0.0111,2.4955,75.2437,86.6605,0.1229,2.0281,23.1117,25.9147,14.2317
4955,8.5,12.1317,0.0288,2.4607,76.6466,96.193,0.131,2.0635,22.0945,24.4594,9.5849
4955.5,8.5,11.7784,0.0639,2.4278,77.2204,108.6437,0.1345,2.1038,19.1503,21.5533,6.5258
4956,8.5,12.049,0.1114,2.4168,77.1132,113.8049,0.1374,2.1184,20.8727,24.9244,5.4237
4956.5,8.5,12.3121,0.1499,2.4122,76.9751,106.6423,0.1336,2.1078,23.4183,28.9787,2.9895
4957,8.5,12.6504,0.1658,2.4082,75.976,91.0155,0.1282,2.0935,22.0502,29.2022,2.6153
4957.5,8.5,12.8383,0.1634,2.4122,76.3222,82.0622,0.1231,2.0922,20.9817,29.9439,2.671
4958,8.5,12.6804,0.1533,2.4289,76.8779,80.7846,0.1231,2.0997,19.9882,30.0509,3.8369
4958.5,8.5,12.47,0.1364,2.4604,77.5328,82.1741,0.1314,2.0968,19.454,29.4391,3.5014
4959,8.5,12.3347,0.1051,2.4732,77.7651,84.9737,0.1387,2.0733,21.1602,32.1762,4.0654
4959.5,8.5,11.816,0.064,2.4864,77.3252,85.8096,0.1424,2.0361,25.5344,38.0808,5.6106
4960,8.5,11.6356,0.0273,2.5012,75.4115,92.1764,0.1417,2.0171,40.8157,60.8779,18.3982
4960.5,8.5,11.5003,0.0068,2.5255,74.1613,99.1242,0.1449,2.0483,38.0254,49.3991,34.4843
4961,8.5,11.4176,0.0017,2.5553,71.3379,107.407,0.1543,2.1255,38.5711,46.4174,33.3786
4961.5,8.5,11.2973,0.0015,2.5782,68.8941,118.211,0.1663,2.1989,51.6333,58.4074,32.6827
4962,8.5,11.2823,0.0001,2.5714,69.3269,121.2261,0.1836,2.2454,67.8417,73.0075,7.6369
4962.5,8.5,11.2672,-0.0026,2.5207,68.7762,114.0934,0.1882,2.2617,68.8679,68.2419,2.2775
4963,8.5,11.2597,-0.0039,2.4564,69.4412,94.9374,0.1574,2.247,34.969,37.5763,1.2963
4963.5,8.5,11.2973,-0.0016,2.4361,71.1099,79.3171,0.132,2.2343,26.8977,29.9111,1.0333
4964,8.5,11.3048,0.0036,2.4974,69.7919,82.8918,0.1263,2.3029,36.5474,40.1756,1.066
4964.5,8.5,11.4213,0.0052,2.5594,68.7057,98.2704,0.1523,2.5564,65.6915,72.4485,1.6412
4965,8.5,11.2973,0.0028,2.5961,67.1194,111.1733,0.1737,2.9067,98.3633,103.1379,4.0124
4965.5,8.5,11.3199,0.0047,2.5875,66.0899,104.55,0.1668,3.1129,62.2076,71.6311,20.3576
4966,8.5,11.4476,0.0309,2.6068,66.2469,89.1715,0.1397,3.0052,62.0853,69.0997,6.8391
4966.5,8.5,11.4101,0.067,2.6068,65.3702,77.207,0.1338,2.6741,101.5195,115.9832,1.749
4967,8.5,11.6356,0.0851,2.5763,67.221,67.9253,0.1205,2.3461,123.0897,134.7168,0.8998
4967.5,8.5,12.6579,0.0701,2.5337,69.6649,64.5294,0.1209,2.1566,73.0501,105.3751,0.8983
4968,8.5,11.6468,0.0396,2.5197,70.4505,67.8588,0.1345,2.0971,46.8648,71.66,1.7026
4968.5,8.5,11.6957,0.0178,2.5373,71.5546,82.5577,0.151,2.1021,59.7178,96.935,10.75
4969,8.5,11.5303,0.0064,2.5381,71.8768,89.6386,0.1535,2.1145,56.1315,90.5517,33.6164
4969.5,8.5,11.5378,0.0018,2.5333,71.7458,91.1274,0.1407,2.1019,34.2348,45.1698,22.7542
4970,8.5,11.5454,0.0008,2.5274,71.4058,84.6759,0.1341,2.0851,38.8029,51.3925,19.5524
4970.5,8.5,11.5303,0.0064,2.5337,70.4047,85.4001,0.13,2.0836,41.7131,56.6933,23.9327
4971,8.5,11.5341,0.0174,2.4961,71.5558,85.2702,0.1334,2.1006,48.8579,72.3189,34.3544
4971.5,8.5,11.4552,0.0454,2.4393,70.6195,85.7771,0.1462,2.1272,59.2233,91.1977,11.7997
4972,8.5,12.252,0.0949,2.397,71.5426,84.2462,0.145,2.1485,36.0598,59.8765,7.139
4972.5,8.5,12.8308,0.1516,2.4131,71.7221,78.818,0.1417,2.1642,36.8254,63.9663,3.4252
4973,8.5,12.8684,0.1856,2.469,72.2921,76.0757,0.1317,2.1866,36.1173,68.087,2.1443
4973.5,8.5,12.5602,0.1755,2.5163,73.0533,73.8041,0.1329,2.2492,29.2126,58.9308,1.9437
4974,8.5,11.8273,0.1339,2.5649,70.891,82.9354,0.1441,2.3828,42.9788,80.1573,2.767
4974.5,8.5,11.3424,0.0829,2.6045,69.0386,95.6917,0.1685,2.5747,67.1566,109.8835,9.9922
4975,8.5,11.0943,0.0414,2.643,68.0583,109.6752,0.1987,2.779,89.6601,133.9081,68.5739
4975.5,8.5,11.0342,0.0171,2.6678,66.5183,112.1686,0.2077,2.9147,103.783,143.1702,100.24
4976,8.5,11.0117,0.006,2.6649,66.6229,112.6814,0.1962,2.9569,96.3737,111.6308,97.9529
4976.5,8.5,10.9966,0.0004,2.6473,66.714,115.0518,0.1851,2.9466,85.9221,95.7857,99.8239
4977,8.5,10.9966,-0.0046,2.6276,66.3482,115.5914,0.1776,2.9697,110.6065,114.5964,115.9239
4977.5,8.5,10.9816,-0.0064,2.6368,65.5057,114.797,0.1734,3.0236,140.2818,154.9719,143.1724
4978,8.5,10.9741,-0.0051,2.6451,65.2735,105.4098,0.1639,3.0447,145.5985,163.0959,148.6094
4978.5,8.5,10.959,-0.0029,2.6461,65.5293,104.5373,0.1658,2.9902,142.945,151.6742,145.4821
4979,8.5,11.0117,-0.0029,2.6243,66.0727,101.5584,0.1642,2.9082,83.8308,90.9538,107.4585
4979.5,8.5,11.021,-0.0039,2.5977,68.1782,100.3372,0.1615,2.8346,62.1351,64.9296,64.6962
4980,8.5,11.0117,-0.002,2.5621,68.2291,94.869,0.1499,2.7216,58.3205,61.677,53.165
4980.5,8.5,11.0718,0.0056,2.5289,68.5933,92.7011,0.1424,2.5247,78.3689,78.9642,8.9927
4981,8.5,11.365,0.0105,2.4891,66.9348,88.2267,0.1284,2.2748,107.3375,109.3233,2.2225
4981.5,8.5,12.0265,0.0103,2.4882,65.815,86.1747,0.1122,2.0995,110.4443,129.5895,1.3738
4982,8.5,11.5754,0.0073,2.5028,66.0545,83.4643,0.1109,2.0485,111.0339,141.8609,1.5091
4982.5,8.5,11.7558,0.0128,2.5278,66.6002,89.6872,0.1188,2.0897,84.2549,121.4937,3.4266
4983,8.5,11.3199,0.0251,2.5315,70.0686,89.588,0.1304,2.1415,74.3558,116.6858,10.0437
4983.5,8.5,11.3274,0.0358,2.5224,68.9831,91.3881,0.1349,2.1614,59.3896,91.0275,10.0387
4984,8.5,11.3123,0.0359,2.5132,69.2169,81.5007,0.1267,2.1635,36.9158,56.5124,5.6202
4984.5,8.5,11.2635,0.0306,2.5337,69.5999,83.5465,0.1241,2.2061,39.7804,60.0549,6.638
4985,8.5,11.2296,0.0271,2.5839,68.4372,90.7785,0.1318,2.3208,68.3686,101.995,8.8578
4985.5,8.5,10.944,0.0244,2.6364,67.1862,99.9276,0.1519,2.4697,99.8015,145.8529,32.7285
4986,8.5,10.9139,0.0178,2.6507,65.8734,101.3693,0.155,2.5628,144.8905,179.0278,111.043
4986.5,8.5,10.9365,0.0076,2.6389,64.7927,95.6126,0.1416,2.5826,152.1775,166.3718,106.9495
4987,8.5,10.9365,0.0011,2.6352,64.2601,104.5779,0.1287,2.5849,151.8558,161.4601,137.4369
4987.5,8.5,10.9816,-0.0006,2.6426,64.2062,111.0157,0.1404,2.6219,169.3793,172.5194,139.6541
4988,8.5,10.9891,0.0002,2.656,65.4232,122.6284,0.1545,2.6774,128.1155,139.6801,170.5319
4988.5,8.5,11.0041,0.0014,2.6614,65.2411,128.2562,0.1793,2.7237,118.3566,129.2557,154.2159
4989,8.5,11.0643,0.0017,2.6526,66.2409,127.8654,0.1877,2.7504,101.4883,117.7467,109.624
4989.5,8.5,11.1019,0.0012,2.6221,66.4351,120.2228,0.1783,2.7221,96.6115,114.0447,98.5027
4990,8.5,11.1733,0.0001,2.5653,70.6166,103.3291,0.159,2.6091,86.9039,91.583,12.9902
4990.5,8.5,11.3349,-0.0008,2.5003,75.4941,91.4126,0.1597,2.4131,24.2247,28.1895,6.2796
4991,8.5,11.4552,-0.0008,2.4566,76.0415,73.0102,0.1555,2.2094,19.0636,22.0425,4.4898
4991.5,8.5,11.5078,0.0005,2.4507,78.0055,64.5831,0.1573,2.0678,16.0142,19.2734,5.0759
4992,8.5,11.613,0.0048,2.4706,72.942,60.0457,0.1565,2.0128,19.8938,23.6165,6.3346
4992.5,8.5,11.6656,0.0156,2.4962,70.8373,68.3242,0.1502,2.0116,33.7396,37.9863,10.9943
4993,8.5,11.7258,0.0302,2.4951,70.3127,66.8259,0.1365,2.0139,37.3188,31.7354,17.0705
4993.5,8.5,11.816,0.0481,2.4816,69.2101,60.1538,0.1195,2.0114,25.5108,22.959,11.9486
4994,8.5,11.9363,0.065,2.4665,70.5904,45.436,0.1016,2.0239,25.9599,24.2499,7.8336
4994.5,8.5,12.2069,0.0805,2.4691,71.0767,35.4158,0.0886,2.0616,24.2602,23.2759,6.2264
4995,8.5,11.9889,0.092,2.4735,70.8275,30.844,0.0931,2.1007,22.225,22.0671,5.6609
4995.5,8.5,12.1091,0.1025,2.4681,71.3708,28.1924,0.0964,2.1155,22.0897,22.7623,5.8021
4996,8.5,12.0866,0.1169,2.4714,71.2549,27.6561,0.099,2.1072,22.5236,22.3148,6.1507
4996.5,8.5,12.2069,0.1297,2.4699,71.2655,27.4617,0.0975,2.0923,23.6308,21.6017,5.9479
4997,8.5,12.2219,0.1361,2.4742,71.1071,29.2482,0.1008,2.0878,24.0611,22.1014,5.3273
4997.5,8.5,12.0753,0.1306,2.472,72.1372,29.6701,0.104,2.0885,22.7775,21.0854,5.2128
4998,8.5,12.267,0.1117,2.4654,71.1654,29.8646,0.1041,2.0775,22.5903,20.7872,4.6976
4998.5,8.5,12.0866,0.0786,2.4561,72.1759,29.6661,0.1002,2.0412,23.6098,21.546,4.7107
4999,8.5,12.0189,0.0406,2.4392,73.3674,32.3622,0.0994,2.0068,23.7303,21.8917,5.4762
4999.5,8.5,11.9851,0.0135,2.4395,72.4435,36.6448,0.0966,1.9851,23.7991,21.5031,7.064
5000,8.5,11.9363,0.0036,2.4402,74.1704,45.1806,0.1033,1.9754,25.5128,22.3945,8.3526
5000.5,8.5,11.9287,0.0043,2.4247,74.0877,52.5198,0.1161,1.9578,26.1739,23.1412,8.4962
5001,8.5,11.8724,0.0106,2.4,73.1326,60.0085,0.1304,1.932,30.0193,25.8942,7.3641
5001.5,8.5,12.5602,0.0199,2.3878,72.896,57.5591,0.1309,1.9086,23.4754,21.8709,4.7014
5002,8.5,12.7631,0.0311,2.4021,71.2515,51.9537,0.1206,1.8956,24.245,22.9155,3.3295
5002.5,8.5,12.9511,0.0392,2.4336,73.1767,43.2593,0.1083,1.9031,24.109,24.9543,3.3434
5003,8.5,12.0791,0.0365,2.4504,73.5903,44.9146,0.1085,1.926,23.0392,25.7603,4.4399
5003.5,8.5,12.034,0.0249,2.4574,75.4163,58.6263,0.1061,1.9388,18.9147,20.4855,6.3585
5004,8.5,12.0114,0.0106,2.4461,77.6909,66.9361,0.1219,1.9305,17.0008,16.057,5.9381
5004.5,8.5,11.9738,0.0022,2.4385,77.046,64.5876,0.1327,1.8984,14.3383,13.4476,5.7044
5005,8.5,11.9889,0.0005,2.4378,77.4314,52.2135,0.1397,1.8733,15.9504,14.7039,4.5826
5005.5,8.5,11.9438,0.0003,2.4395,77.075,51.3324,0.1376,1.8715,18.6618,17.161,5.0018
5006,8.5,11.9062,-0.0003,2.44,76.7122,56.5684,0.1379,1.8924,17.8503,16.2735,5.5743
5006.5,8.5,11.9062,-0.0007,2.4429,76.4347,63.2184,0.1411,1.9071,15.11,13.6473,5.8306
5007,8.5,11.8912,0.0005,2.4568,76.0178,66.4099,0.1435,1.9148,19.6033,17.2897,5.8176
5007.5,8.5,11.8385,0.0015,2.4632,76.0987,73.1979,0.1466,1.9359,26.5779,22.7546,6.9574
5008,8.5,11.7934,0.0009,2.46,75.3118,75.977,0.1407,1.9753,20.6111,17.7097,7.7265
5008.5,8.5,11.7483,-0.0004,2.4574,75.3089,73.4184,0.1372,1.9888,22.1145,18.1227,7.5853
5009,8.5,11.7183,0.0002,2.4681,74.9103,69.1128,0.1315,1.9624,23.0296,18.3274,7.0954
5009.5,8.5,11.7032,0.0022,2.4735,74.5835,67.5248,0.1408,1.9154,20.1789,15.2782,8.0947
5010,8.5,11.6807,0.0047,2.4634,74.108,64.0289,0.1468,1.8999,16.537,12.5827,7.181
5010.5,8.5,11.6957,0.0065,2.4441,74.1931,55.6776,0.1427,1.9126,16.187,12.2764,6.7309
5011,8.5,11.6656,0.0074,2.4315,74.1985,46.7447,0.1305,1.925,15.468,11.7554,5.9917
5011.5,8.5,11.6581,0.0078,2.4331,74.746,43.7733,0.1265,1.924,16.474,12.2811,5.6499
5012,8.5,11.613,0.0069,2.4362,74.0019,42.6131,0.1328,1.9068,15.5194,11.5526,4.8966
5012.5,8.5,11.6656,0.0067,2.4476,73.2335,41.3319,0.1308,1.9053,15.5849,11.3437,4.9423
5013,8.5,11.5003,0.0065,2.4545,73.3006,39.2467,0.1311,1.9139,15.8999,11.2483,5.3524
5013.5,8.5,11.4627,0.0059,2.4623,72.5456,37.77,0.1325,1.9214,16.2973,11.352,6.0866
5014,8.5,11.4552,0.0046,2.4641,71.8372,38.3565,0.1318,1.9226,16.6836,11.076,6.2253
5014.5,8.5,11.4627,0.0027,2.4594,71.8287,38.3512,0.126,1.9293,16.9693,11.1345,6.1108
5015,8.5,11.3875,0.0018,2.4583,71.7421,40.3552,0.1159,1.9468,16.8206,10.9816,5.8818
5015.5,8.5,11.3424,0.0024,2.4622,71.67,40.4544,0.1141,1.9709,17.4066,11.3086,5.9424
5016,8.5,11.3199,0.0032,2.4704,71.4883,39.9632,0.1108,1.9814,17.5296,11.3151,6.4796
5016.5,8.5,11.2823,0.0044,2.4795,71.3169,40.5961,0.1138,1.9944,18.1217,11.7344,7.3321
5017,8.5,11.2973,0.0039,2.4763,71.4781,39.405,0.11,2.0024,16.4526,11.0654,7.1063
5017.5,8.5,11.2898,0.0024,2.466,71.4104,40.8599,0.1104,2.0169,16.2988,11.4163,6.7107
5018,8.5,11.286,0.0004,2.4546,71.7805,39.5733,0.1075,2.0224,16.3537,11.3967,6.4753
5018.5,8.5,11.3086,-0.0002,2.4539,71.5946,41.8562,0.1086,2.0084,16.4257,11.5614,6.8645
5019,8.5,11.3048,0.0004,2.4569,71.8292,44.969,0.1138,1.9752,16.6668,11.9023,6.8355
5019.5,8.5,11.3199,0.0013,2.463,73.1759,50.2636,0.127,1.9285,17.0514,12.2487,7.2723
5020,8.5,11.3424,0.0011,2.4596,73.3648,52.7449,0.1416,1.9026,17.2624,12.4708,6.2224
5020.5,8.5,11.3762,-0.0001,2.4538,73.638,55.2222,0.1412,1.9071,17.1807,12.3944,6.2284
5021,8.5,11.4213,-0.0014,2.4507,72.0466,52.3097,0.1323,1.9301,18.2347,13.1193,6.5364
5021.5,8.5,11.4326,-0.0016,2.4621,69.8927,49.2392,0.1133,1.942,21.4253,15.5028,7.6711
5022,8.5,11.4552,-0.001,2.479,67.663,43.8765,0.095,1.9426,25.858,18.5804,8.8054
5022.5,8.5,11.489,-0.0006,2.491,67.479,41.3043,0.0827,1.9431,30.6648,22.3308,10.5742
5023,8.5,11.6807,-0.0005,2.4921,67.4236,40.3054,0.0745,1.9456,39.0705,28.3664,13.177
5023.5,8.5,11.5566,-0.0002,2.487,69.1145,39.0233,0.0745,1.9322,35.4121,25.8169,14.1764
5024,8.5,11.5905,0.0002,2.4738,69.9897,40.9999,0.0841,1.9173,23.9297,18.8047,11.2427
5024.5,8.5,11.6017,0.001,2.4662,72.094,48.751,0.0951,1.9075,22.6467,18.0456,7.919
5025,8.5,11.6055,0.003,2.4696,73.5102,60.2563,0.1125,1.9147,26.6937,21.5255,7.9573
5025.5,8.5,11.6957,0.0046,2.4732,73.6439,67.034,0.1274,1.9133,21.2308,17.2486,6.608
5026,8.5,11.7258,0.0041,2.4628,74.8671,65.8336,0.1403,1.9121,14.5157,12.3318,5.8619
5026.5,8.5,11.7558,0.0014,2.4428,75.6614,60.5514,0.1395,1.9117,13.8073,12.0119,4.4128
5027,8.5,11.7859,-0.0006,2.4297,75.7102,54.0714,0.131,1.9246,13.4907,11.9354,4.3917
5027.5,8.5,11.8273,-0.0006,2.4257,75.6677,49.4214,0.1301,1.9441,13.4928,12.0348,4.5251
5028,8.5,11.9513,0.0005,2.4258,75.3638,46.7846,0.1238,1.9603,13.5722,12.3114,4.9835
5028.5,8.5,11.9212,0.001,2.4181,75.4802,49.9691,0.1282,1.9917,13.7412,12.6037,4.962
5029,8.5,11.9663,-0.0004,2.4047,75.6642,52.5005,0.1226,2.0314,13.4681,12.3131,5.5977
5029.5,8.5,12.0189,-0.002,2.3991,76.2483,56.0524,0.127,2.0531,13.5187,11.9753,5.7671
5030,8.5,12.0265,-0.0028,2.406,76.6192,55.4485,0.1229,2.0384,13.4324,11.807,5.7929
5030.5,8.5,12.0565,-0.002,2.4278,76.3453,60.5113,0.1292,1.9973,13.4342,11.8559,5.0924
5031,8.5,12.0866,-0.0017,2.443,76.6688,65.6725,0.1297,1.9718,14.0641,12.6102,4.7581
5031.5,8.5,12.1317,-0.0024,2.4505,76.5822,82.2288,0.1355,1.9695,15.7937,14.4755,6.0605
5032,8.5,12.1317,-0.0036,2.4459,77.3665,87.4358,0.145,1.9806,21.6916,19.8624,6.5143
5032.5,8.5,12.1317,-0.0056,2.4299,77.8707,86.6332,0.1422,1.9944,16.4193,15.4327,6.6292
5033,8.5,12.1467,-0.0064,2.4215,78.2645,70.6724,0.1365,1.9994,12.2656,11.6335,5.6997
5033.5,8.5,12.1768,-0.0053,2.4192,78.7405,67.8913,0.1331,1.9967,12.6337,11.916,6.0084
5034,8.5,12.1994,-0.0026,2.421,77.2627,69.1901,0.1425,1.9818,14.2496,13.503,5.4491
