t,x,y
910,438736.091,4233833.333
80,331570.91,4350153.423
1370,386348.309,4237103.376
520,428442.351,4255555.76
280,451603.265,4220286.014
2890,325137.322,4269103.079
2880,440574.259,4241074.142
1090,376973.654,4378649.509
80,382120.524,4289891.208
340,395722.965,4359729.976
330,438552.274,4272139.547
140,331938.543,4292226.953
520,392046.63,4359262.827
310,424582.199,4305540.698
1420,450500.365,4252519.291
130,329916.559,4338941.848
50,442228.61,4333569.635
270,433405.404,4311613.634
290,434508.305,4359729.976
350,407854.872,4233366.184
1030,451603.265,4292927.676
150,331019.459,4319088.017
60,351974.572,4254855.036
20,420170.596,4256490.058
100,394620.064,4274708.867
1820,442596.243,4264198.015
220,328446.024,4352722.742
160,394252.431,4379817.381
2210,431199.603,4227760.397
140,352526.022,4290358.357
120,381936.707,4387291.765
60,344805.718,4388693.211
750,408773.956,4352022.019
70,465940.974,4307876.442
160,350871.671,4305073.549
80,373481.135,4300168.485
300,445721.129,4216081.673
50,375319.303,4306708.57
280,381569.073,4325160.954
110,396825.866,4241074.142
80,351239.305,4246679.93
2400,409141.59,4211877.332
130,390943.729,4236636.227
160,391678.996,4242709.163
100,368701.899,4373978.019
620,408406.323,4228928.269
200,401605.102,4213745.928
160,404546.17,4275176.016
270,373664.952,4350386.997
130,358408.159,4318153.719
200,349033.504,4249249.249
120,380833.806,4321423.762
1100,363003.579,4244344.185
80,345724.802,4275876.739
1110,428258.535,4324927.379
320,366863.731,4341511.167
60,346460.069,4277978.909
60,353077.473,4336138.954
40,387083.577,4221687.46
80,352342.206,4354591.338
1080,452338.533,4273774.569
200,355650.908,4346883.38
910,452154.716,4282650.399
500,397377.316,4380518.105
320,393149.53,4240139.844
-10000,324953.506,4267234.483
220,375503.12,4351788.444
50,383039.607,4227526.822
60,347930.603,4356927.083
270,326424.04,4394532.573
3130,319990.453,4280314.654
50,399399.301,4209308.013
300,365209.38,4272373.122
390,370723.883,4390561.807
210,362452.128,4366970.785
160,330651.826,4401773.382
1140,445169.678,4253687.164
300,360981.594,4232198.312
60,463183.722,4301569.932
140,351055.488,4321190.188
140,322747.704,4336839.678
60,351974.572,4339642.571
70,324034.422,4378883.083
170,382671.974,4367905.083
50,345908.618,4349219.125
790,404362.354,4216081.673
420,415575.177,4334270.358
290,422560.215,4262796.568
60,435243.572,4354357.763
100,369437.166,4290124.782
40,379914.722,4224490.354
270,411163.574,4273774.569
200,353261.289,4363700.742
240,326607.857,4326095.252
260,407671.056,4359963.551
200,388002.66,4323292.358
70,461529.371,4323292.358
80,412634.109,4360897.849
360,406935.788,4244577.759
160,365944.647,4285219.718
60,342967.55,4384021.722
190,409325.407,4331701.039
180,334695.795,4331233.89
290,328446.024,4213278.779
10,382855.791,4339876.146
140,411531.208,4393131.127
1130,451970.899,4273073.845
100,350320.221,4279847.505
60,345173.351,4385890.318
760,402891.819,4354357.763
240,394620.064,4307175.719
240,423846.932,4235234.78
20,411715.025,4391963.254
200,354180.373,4244811.334
130,354364.19,4316752.273
70,349401.137,4381919.552
180,345908.618,4243643.461
2990,322012.437,4282883.973
80,377341.287,4399437.637
2940,436714.106,4228694.695
1380,442780.06,4263030.143
180,427339.451,4239906.27
340,359327.243,4231731.163
90,333592.894,4337773.976
100,403810.903,4293394.825
90,327343.124,4400138.361
250,372929.685,4345715.508
100,345357.168,4315350.826
210,398847.85,4237336.95
220,325137.322,4252052.142
80,337636.863,4372342.998
10,353445.106,4281015.378
250,340761.749,4290591.931
120,393884.797,4277044.612
50,356018.541,4224723.929
230,412634.109,4310679.336
180,411715.025,4242475.589
60,444066.778,4345014.784
160,435611.206,4251351.419
70,395722.965,4329131.72
80,364841.746,4235468.355
80,419986.78,4388693.211
240,390759.912,4240139.844
1680,433405.404,4236169.078
110,429729.069,4372109.424
80,396274.415,4333336.06
2800,378628.005,4235701.929
1080,438368.457,4317452.996
460,417780.978,4290825.506
450,434692.122,4327263.124
50,445537.312,4322358.06
80,453625.25,4223322.482
330,324218.239,4259059.377
120,465573.341,4261161.547
50,342783.733,4250884.27
130,430280.519,4281482.527
310,373848.769,4241541.291
200,395539.148,4370707.977
630,421089.68,4229161.844
2650,322380.071,4279847.505
1890,441677.159,4246212.781
160,410244.49,4269103.079
450,412450.292,4323759.507
560,408406.323,4281482.527
950,449029.831,4258825.802
50,379914.722,4308343.591
50,410795.941,4249482.823
1480,354548.007,4268402.356
90,338555.947,4221687.46
120,378444.188,4284285.42
290,456750.135,4290124.782
90,383958.691,4289891.208
230,375686.936,4261628.696
310,398112.583,4255088.611
210,408773.956,4326328.826
190,362635.945,4257657.93
290,397744.95,4339642.571
210,399031.667,4268168.781
130,373848.769,4326795.975
50,357305.259,4296431.293
610,325504.956,4259993.675
40,370540.067,4369773.679
570,427890.901,4330766.741
320,337269.23,4249482.823
150,401788.919,4331233.89
290,367047.548,4383320.999
70,335247.245,4368839.381
270,374400.219,4265132.313
70,463367.539,4310679.336
390,399031.667,4379817.381
850,453441.433,4290825.506
200,408406.323,4372342.998
110,349584.954,4295263.421
2660,419067.696,4223088.907
30,354548.007,4277278.186
60,323299.155,4397101.893
330,436714.106,4272606.696
140,324953.506,4334270.358
510,327526.941,4229395.418
280,349401.137,4253220.015
630,391311.362,4366737.211
340,405832.888,4239906.27
170,374767.852,4239672.695
130,365944.647,4279146.782
80,377341.287,4340810.444
150,429912.886,4275409.59
450,401421.285,4290124.782
240,376238.387,4267701.632
210,355650.908,4212811.63
450,405465.254,4290358.357
2320,358040.526,4267000.909
90,379547.089,4294095.548
280,327343.124,4390094.658
50,443699.144,4334036.784
80,381385.256,4221921.035
110,415023.727,4301803.506
520,372929.685,4381452.403
340,332857.627,4256490.058
40,360981.594,4310912.911
210,337085.413,4339408.997
160,384693.958,4349919.848
0,352709.839,4342679.04
220,332489.994,4273307.42
590,432302.504,4304139.251
50,381752.89,4401773.382
80,378076.554,4316518.698
310,331570.91,4259760.1
170,359694.877,4236402.653
160,429545.252,4273540.994
1350,372194.418,4247147.078
130,452154.716,4309745.038
240,344254.267,4210943.035
360,361533.044,4240840.568
170,443515.327,4347817.678
140,412817.925,4351321.295
130,407487.239,4315817.975
800,410979.758,4275876.739
270,378076.554,4384255.296
200,376606.02,4350386.997
110,382855.791,4371875.849
150,344621.901,4274708.867
150,335431.062,4315584.4
420,384877.775,4373978.019
60,351790.755,4210475.886
100,390024.645,4286154.016
250,434508.305,4234534.057
400,360981.594,4229628.993
100,332306.177,4347584.104
250,347195.336,4352722.742
420,411163.574,4223789.631
300,431934.87,4262329.419
1070,362268.312,4396868.318
360,358224.342,4273540.994
390,369253.349,4349452.699
230,420538.23,4307175.719
1080,364106.479,4394532.573
100,396458.232,4270270.952
520,419435.329,4231030.44
20,344254.267,4210475.886
1140,444250.594,4269103.079
1060,404729.987,4222855.333
190,392598.08,4272606.696
2860,322380.071,4280781.803
410,404913.804,4359496.402
50,329916.559,4354824.912
20,324769.689,4376080.19
590,402891.819,4225658.227
130,400318.385,4315350.826
1670,432486.321,4234300.482
1180,388921.744,4239672.695
110,347746.786,4294095.548
120,323115.338,4366970.785
140,347562.969,4353657.04
270,378444.188,4245278.483
240,426604.184,4316752.273
70,323115.338,4384956.02
160,358224.342,4366737.211
130,356569.991,4319788.741
50,333776.711,4363934.317
100,326056.406,4368138.658
120,430464.336,4243409.887
350,407671.056,4324460.23
480,454176.7,4251584.994
1380,436346.473,4236402.653
340,424214.566,4333803.209
10,386348.309,4217483.12
110,319439.002,4247147.078
750,427707.084,4221220.312
40,320174.269,4224723.929
160,335247.245,4402006.957
150,344805.718,4289657.633
190,382855.791,4332401.763
130,464654.257,4295263.421
60,381385.256,4400839.084
130,352526.022,4291526.229
140,354731.824,4289657.633
280,394803.881,4342211.891
310,440022.808,4263263.717
180,425868.917,4227059.673
200,426420.367,4344781.21
90,368518.082,4297365.591
690,348482.053,4210709.46
2160,328262.208,4272139.547
30,352158.389,4392897.552
100,368150.448,4323058.783
1450,365577.014,4245044.908
150,454911.967,4326562.401
80,379730.905,4397569.042
470,359694.877,4395233.297
200,366128.464,4229395.418
210,352893.656,4239205.546
50,337085.413,4238738.397
40,385980.676,4221687.46
80,402891.819,4215848.099
790,456566.318,4264665.164
510,326607.857,4316285.124
200,374216.402,4234534.057
30,341497.016,4231964.737
440,455463.418,4292226.953
240,437265.557,4270738.101
740,419619.146,4286621.165
240,419251.513,4311847.209
230,407671.056,4335438.231
10,424398.382,4367671.509
160,406751.972,4271905.973
1140,419802.963,4212811.63
210,415207.543,4320956.613
10,383223.424,4340576.869
290,395906.782,4347116.955
160,323299.155,4210943.035
70,324218.239,4379583.807
60,336350.146,4334737.507
-10000,347930.603,4220519.588
190,412450.292,4233132.61
230,372194.418,4348284.827
520,406568.155,4349919.848
60,357856.709,4313248.655
150,344989.534,4365802.913
670,340577.932,4266533.76
100,360613.961,4343613.337
10,422008.764,4374445.168
1100,342967.55,4252052.142
90,354915.64,4398736.914
260,417229.528,4347584.104
820,448662.197,4299701.336
100,374400.219,4395700.446
780,361533.044,4394532.573
310,326240.223,4303204.953
1300,421824.947,4211877.332
430,337269.23,4253453.589
60,456014.868,4316051.549
350,403075.636,4257657.93
590,369069.532,4217483.12
90,379363.272,4296898.442
700,446088.762,4259292.951
200,415391.36,4314416.528
1520,372562.051,4244110.61
110,347379.153,4328197.422
50,425317.466,4230096.142
380,389657.011,4245278.483
50,355283.274,4258592.228
340,405649.071,4249949.972
50,336350.146,4232665.461
420,420170.596,4276577.463
220,363371.212,4232198.312
40,465205.707,4312547.932
600,426052.733,4307409.294
60,330835.643,4352489.168
220,350871.671,4274241.718
170,377341.287,4387992.488
310,388737.928,4372109.424
90,330651.826,4320022.315
80,410428.307,4360664.274
60,361716.861,4293861.974
80,352709.839,4278212.484
30,371091.517,4277745.335
110,420722.047,4239672.695
540,456198.685,4272373.122
180,326975.49,4344547.635
720,339475.031,4268168.781
120,342048.466,4311146.485
270,444434.411,4298767.038
50,351423.122,4371875.849
360,383039.607,4254387.887
1710,448294.563,4279380.356
1660,446824.029,4277511.76
330,419986.78,4235701.929
110,395539.148,4290591.931
160,416861.894,4246679.93
270,442963.877,4285920.442
130,435978.839,4253920.738
100,349952.587,4372810.147
90,382304.34,4301336.357
100,449397.464,4337773.976
110,349033.504,4236636.227
130,425317.466,4373277.296
180,425685.1,4351321.295
180,403259.453,4244344.185
90,367415.181,4303438.527
30,409325.407,4371408.7
100,393884.797,4259059.377
320,444985.861,4215380.95
150,344254.267,4256723.632
220,387635.027,4318153.719
270,415023.727,4242242.014
130,347011.519,4325628.103
70,343519,4373744.445
50,392046.63,4270971.675
520,458220.669,4280548.229
50,416310.444,4255555.76
270,324218.239,4252519.291
250,432302.504,4259760.1
2830,346827.702,4267000.909
350,339475.031,4242709.163
270,398112.583,4302504.23
240,431934.87,4272606.696
260,391678.996,4239672.695
160,421641.131,4277278.186
140,340577.932,4320956.613
230,394252.431,4244811.334
-10000,397377.316,4345949.082
590,409876.857,4228694.695
80,419251.513,4284285.42
80,394068.614,4330299.592
60,454176.7,4336839.678
70,353812.74,4293861.974
530,420905.864,4277745.335
2370,341680.832,4257424.355
40,381385.256,4226125.376
70,338923.581,4376780.913
150,320725.72,4237336.95
320,323482.971,4258825.802
1850,379363.272,4226592.524
290,364657.93,4230096.142
370,430280.519,4309277.889
480,402708.003,4302270.655
350,431751.053,4306708.57
160,403994.72,4394999.722
150,436346.473,4328430.996
490,392965.713,4231731.163
60,434140.672,4296898.442
260,372562.051,4376080.19
200,364657.93,4344781.21
70,356018.541,4375846.615
60,434508.305,4357627.806
330,465021.89,4266300.186
160,393884.797,4282183.25
260,322196.254,4252285.717
80,400318.385,4321423.762
270,426971.817,4264665.164
210,371091.517,4221453.886
60,380649.989,4348751.976
250,388554.111,4223789.631
330,353628.923,4215614.524
200,419251.513,4294796.272
120,403810.903,4318620.868
860,405832.888,4356459.934
120,339291.214,4348518.401
370,447743.113,4288723.335
50,381752.89,4358562.104
440,368885.716,4226826.099
80,382488.157,4289190.484
730,369620.983,4211643.758
150,361900.678,4371408.7
300,351606.938,4223322.482
230,427707.084,4265132.313
300,431567.237,4331233.89
210,426236.55,4225658.227
50,458404.486,4318387.294
80,378995.638,4279847.505
110,382671.974,4354591.338
550,422744.031,4320956.613
20,388921.744,4335438.231
360,444618.228,4297365.591
130,420354.413,4368839.381
50,398112.583,4321890.911
400,372378.234,4266533.76
210,381385.256,4268635.93
370,426236.55,4304372.825
330,394436.248,4378649.509
110,391127.546,4249949.972
1240,415391.36,4215848.099
120,386899.76,4278679.633
90,446824.029,4335671.805
510,388186.477,4389861.084
90,330835.643,4242242.014
450,367782.815,4393831.85
1140,436346.473,4236636.227
120,412817.925,4277044.612
180,428626.168,4312080.783
30,360062.51,4388459.637
110,405649.071,4314182.953
60,353445.106,4280314.654
270,326056.406,4278913.207
140,337269.23,4330766.741
80,407487.239,4259760.1
450,426236.55,4266300.186
340,344989.534,4339408.997
20,421089.68,4258125.079
20,405281.437,4365569.338
90,374584.036,4271672.399
260,385980.676,4360197.125
60,357856.709,4310679.336
140,373481.135,4365102.189
120,352893.656,4345715.508
190,365393.197,4274708.867
300,363922.663,4337306.827
2840,361349.228,4270971.675
70,321644.804,4240606.993
1240,456382.502,4257891.504
120,429912.886,4272840.271
100,437081.74,4293394.825
150,381936.707,4221220.312
650,341864.649,4263497.292
260,376606.02,4329365.294
40,440022.808,4343846.912
490,418148.612,4329832.443
110,366496.097,4313949.379
380,323850.605,4211877.332
530,410612.124,4296197.719
200,401605.102,4242242.014
140,354548.007,4227293.248
150,368334.265,4266767.335
130,369437.166,4312781.506
250,370907.7,4355759.21
150,344254.267,4333336.06
670,433221.588,4326328.826
110,354915.64,4307642.868
260,416678.078,4295496.995
160,371275.334,4364401.466
160,428626.168,4314416.528
1270,334328.161,4261161.547
150,332489.994,4226358.95
130,341313.199,4337540.401
140,435978.839,4355992.785
280,366863.731,4338007.55
40,409509.223,4386591.041
830,437449.374,4313482.23
80,356018.541,4300402.059
20,432486.321,4339175.422
160,365393.197,4382153.126
80,384510.142,4305774.272
1440,412817.925,4286621.165
200,366312.281,4335905.38
120,413185.559,4298066.314
50,359878.693,4312080.783
280,383958.691,4319788.741
150,395355.332,4313715.804
150,373297.318,4271205.25
-10000,377525.104,4337773.976
210,446640.212,4315817.975
0,391495.179,4217950.269
60,329916.559,4359029.253
10,410060.674,4394298.999
30,322931.521,4360664.274
210,402156.552,4348284.827
310,361900.678,4252752.866
180,433221.588,4273540.994
340,392598.08,4347116.955
100,380098.539,4338474.699
60,326975.49,4363233.594
780,369804.799,4385189.594
210,421089.68,4342211.891
260,400869.835,4218417.418
520,328262.208,4394999.722
100,374216.402,4218417.418
350,451419.449,4256957.206
10,388921.744,4263030.143
260,414104.643,4217015.971
1390,373481.135,4244110.61
90,355283.274,4395700.446
40,357305.259,4212344.481
150,366496.097,4283117.548
250,343335.183,4350386.997
530,398847.85,4362766.445
260,410612.124,4329131.72
130,384142.508,4314650.102
110,369620.983,4299467.761
250,440022.808,4219351.716
190,346276.252,4286621.165
60,467411.508,4210008.737
560,390024.645,4369773.679
50,338923.581,4292694.101
120,439655.175,4216782.396
2040,425501.283,4224957.503
130,451970.899,4333569.635
4360,363371.212,4263030.143
170,458955.937,4261628.696
80,450132.731,4338708.273
270,342599.916,4285453.293
170,427155.634,4225891.801
70,347379.153,4399437.637
10,427707.084,4362766.445
280,428626.168,4254621.462
240,391495.179,4210008.737
160,398847.85,4291292.655
100,345724.802,4300168.485
40,362635.945,4352956.317
60,423111.665,4347817.678
1480,365025.563,4247147.078
110,377341.287,4262796.568
220,401053.652,4337306.827
100,373848.769,4291759.804
120,379730.905,4388693.211
1880,455463.418,4260460.824
290,421273.497,4292694.101
20,323299.155,4370474.402
540,331203.276,4274708.867
100,381017.623,4241307.717
60,337269.23,4347116.955
470,331019.459,4291059.08
100,334879.612,4311380.06
3590,324769.689,4291526.229
1050,320358.086,4295263.421
0,410795.941,4380284.53
110,377525.104,4348051.253
60,388370.294,4335438.231
140,340577.932,4222855.333
110,433405.404,4303438.527
100,383223.424,4255789.334
30,384693.958,4336138.954
240,457669.219,4243877.036
300,397009.683,4261161.547
140,335063.428,4338708.273
30,360430.144,4377014.488
170,442412.427,4259059.377
110,374216.402,4271438.824
390,443331.51,4299234.187
10,422008.764,4375379.466
1020,373848.769,4379350.232
190,347379.153,4298066.314
80,343702.817,4393598.276
120,334879.612,4390795.382
240,364474.113,4283818.271
160,442596.243,4327263.124
160,377341.287,4350620.572
400,405097.621,4346883.38
400,390208.462,4258592.228
180,343335.183,4306708.57
110,426971.817,4284986.144
250,377525.104,4267000.909
410,377708.921,4383087.424
570,415391.36,4336372.529
210,405281.437,4277044.612
50,381936.707,4308343.591
250,452706.166,4300635.634
150,437449.374,4265833.037
150,351055.488,4299467.761
440,434140.672,4287321.889
80,338004.497,4380518.105
200,413553.192,4257657.93
690,408406.323,4356226.359
330,413185.559,4247614.227
310,444985.861,4305774.272
90,338555.947,4317452.996
140,368701.899,4313715.804
210,377708.921,4292694.101
150,381017.623,4394766.148
50,385980.676,4225891.801
90,370172.433,4240606.993
200,394436.248,4285453.293
110,429729.069,4241307.717
220,420170.596,4271905.973
910,447375.48,4260694.398
130,351606.938,4255322.185
120,456566.318,4308343.591
250,340945.565,4270971.675
230,420722.047,4311613.634
230,381201.44,4299934.91
380,449213.647,4245278.483
90,427523.268,4348751.976
390,436162.656,4310212.187
310,389840.828,4316051.549
30,358040.526,4380751.679
680,408406.323,4229862.567
80,369253.349,4327029.55
260,401421.285,4335438.231
320,417780.978,4252752.866
190,419435.329,4343846.912
420,329916.559,4393831.85
40,337453.047,4365569.338
320,425868.917,4269803.803
80,460058.837,4307409.294
220,386899.76,4350153.423
130,363371.212,4361598.572
260,413001.742,4254387.887
100,462816.089,4300402.059
160,393149.53,4321657.337
20,414104.643,4375846.615
60,384693.958,4334971.082
210,409325.407,4261161.547
40,344438.084,4391028.956
90,387818.844,4272606.696
160,383407.241,4265599.462
390,406016.705,4220286.014
180,463367.539,4331233.89
90,363003.579,4338941.848
-10000,347379.153,4316752.273
80,367598.998,4290825.506
40,340761.749,4315817.975
540,440022.808,4220052.439
1040,365393.197,4394298.999
100,350871.671,4337306.827
180,334695.795,4288256.186
150,457301.586,4303438.527
60,465205.707,4304139.251
380,387451.21,4352255.593
120,449581.281,4336606.103
1230,437265.557,4228928.269
590,449397.464,4260460.824
600,441860.976,4306708.57
140,389105.561,4325394.528
440,388370.294,4359729.976
170,404546.17,4301102.783
170,346092.435,4321423.762
90,381569.073,4288956.91
250,452889.983,4225891.801
1560,324218.239,4288956.91
110,430096.702,4242242.014
140,374400.219,4270504.526
480,421273.497,4224723.929
230,328262.208,4211877.332
200,410795.941,4306241.421
670,445721.129,4268869.505
500,397561.133,4363934.317
610,425685.1,4215614.524
720,420170.596,4286387.591
1050,449029.831,4282883.973
330,326056.406,4228694.695
130,331203.276,4300869.208
90,423846.932,4385656.743
70,367598.998,4280548.229
250,349584.954,4224957.503
1060,452889.983,4266066.611
-10000,420905.864,4217483.12
320,397377.316,4250417.121
70,408038.689,4238971.972
60,384693.958,4388226.063
440,321460.987,4306474.996
90,332122.36,4334503.933
320,371642.967,4228694.695
1610,326424.04,4261161.547
70,441309.526,4262562.994
60,438736.091,4337773.976
100,347746.786,4351554.87
290,415575.177,4391963.254
1860,322563.888,4294796.272
120,360797.777,4263964.441
150,377708.921,4241774.865
1400,389473.195,4231497.589
20,386715.943,4338241.124
260,353996.557,4239906.27
330,339291.214,4220286.014
90,367782.815,4291993.378
310,456198.685,4244110.61
270,458036.853,4289891.208
50,357305.259,4211176.609
110,385980.676,4279847.505
30,352342.206,4341044.018
60,345357.168,4233366.184
340,323666.788,4212344.481
790,365025.563,4223556.056
1360,403443.27,4222154.609
90,389840.828,4269570.228
360,446272.579,4216782.396
50,380649.989,4310445.762
460,352158.389,4273073.845
40,417045.711,4254621.462
20,345724.802,4281015.378
120,333592.894,4372810.147
420,325872.59,4225191.078
170,390759.912,4323292.358
380,327526.941,4224957.503
640,370540.067,4379817.381
560,446272.579,4300635.634
140,418700.062,4266300.186
640,423846.932,4337306.827
90,399950.751,4326095.252
570,409876.857,4217950.269
110,434875.939,4259292.951
190,437817.007,4259059.377
420,420905.864,4258358.653
30,353077.473,4372342.998
2660,343335.183,4255555.76
1000,410060.674,4352956.317
60,331019.459,4336606.103
3600,370356.25,4256256.483
240,403075.636,4244577.759
100,424582.199,4284051.846
120,433956.855,4334737.507
190,416126.627,4353423.465
100,452338.533,4230796.865
120,328446.024,4283351.122
120,396458.232,4290591.931
3190,382488.157,4236169.078
60,447007.846,4339408.997
300,441860.976,4276811.037
30,348665.87,4400605.51
510,359511.06,4398736.914
130,434140.672,4337540.401
80,427707.084,4247614.227
130,346643.885,4324927.379
140,365577.014,4369540.104
40,360797.777,4313248.655
320,360613.961,4258125.079
280,443515.327,4301569.932
330,397744.95,4232665.461
1980,434140.672,4221220.312
110,456933.952,4309745.038
10,346460.069,4391963.254
670,436530.29,4239672.695
60,463918.99,4296431.293
620,322012.437,4232665.461
200,388186.477,4314182.953
290,431751.053,4262095.845
180,455647.235,4302270.655
660,446456.396,4258592.228
1180,324034.422,4274942.441
140,407119.605,4271905.973
490,405465.254,4227293.248
390,392781.897,4383788.147
260,355834.724,4285920.442
130,403443.27,4389393.935
520,378076.554,4334971.082
40,379547.089,4371408.7
70,458404.486,4311613.634
40,410979.758,4389861.084
240,326791.673,4321190.188
1730,444618.228,4239439.121
70,370540.067,4235234.78
1130,396642.049,4266533.76
-10000,362635.945,4363000.019
10,351055.488,4388926.786
120,422376.398,4350386.997
2420,405097.621,4214446.652
150,332122.36,4274008.143
50,353077.473,4277044.612
40,387818.844,4341511.167
270,345173.351,4343613.337
350,399766.934,4295496.995
90,430831.97,4355759.21
610,333041.444,4211410.183
70,456566.318,4334270.358
140,364657.93,4273774.569
390,441677.159,4250650.696
240,350504.038,4274008.143
60,353628.923,4325861.677
60,374400.219,4302737.804
220,419619.146,4325394.528
230,406200.521,4245745.632
110,402708.003,4392196.829
110,419067.696,4350386.997
100,435795.023,4338941.848
220,333776.711,4245278.483
80,422560.215,4275876.739
320,455831.051,4287555.463
400,421089.68,4245512.057
40,385613.042,4389160.36
630,347011.519,4252986.44
230,367047.548,4273307.42
180,399031.667,4349919.848
130,349033.504,4300635.634
130,394252.431,4356693.508
1400,369988.616,4215614.524
180,368334.265,4359963.551
170,340394.115,4323525.932
10,416678.078,4371875.849
150,384326.325,4368605.806
40,341129.382,4391028.956
280,392046.63,4315817.975
1680,321093.353,4268869.505
90,432486.321,4353657.04
350,425685.1,4293161.25
60,404362.354,4307642.868
210,385980.676,4364868.615
770,454728.151,4275176.016
610,462816.089,4285920.442
360,444250.594,4237336.95
390,392965.713,4381685.977
120,400502.201,4327496.699
120,412634.109,4398736.914
250,373664.952,4357861.381
350,399031.667,4341511.167
120,461897.005,4297832.74
160,452154.716,4214680.226
3470,326791.673,4276343.888
30,360613.961,4328664.571
610,436897.923,4249249.249
510,367231.365,4395700.446
190,400686.018,4334971.082
200,432670.137,4252052.142
0,324953.506,4357394.232
220,350320.221,4252285.717
460,372562.051,4384488.871
210,370356.25,4320489.464
270,402891.819,4325394.528
70,356018.541,4299467.761
420,344805.718,4228227.546
180,331938.543,4321423.762
20,350871.671,4248548.525
590,406935.788,4214213.077
360,339842.665,4267234.483
410,409325.407,4347584.104
190,403075.636,4262329.419
800,440941.892,4267468.058
200,434875.939,4333569.635
40,429177.619,4361131.423
140,464654.257,4324693.805
130,330651.826,4389393.935
300,393884.797,4359729.976
90,440758.076,4218183.843
1230,387267.393,4243409.887
130,337453.047,4354591.338
1670,454911.967,4262796.568
290,442044.793,4299234.187
-10000,338004.497,4287088.314
130,368334.265,4232665.461
80,340761.749,4374211.594
150,453257.616,4334971.082
130,332857.627,4242242.014
300,424030.749,4234066.908
330,413553.192,4284752.569
270,350504.038,4353890.614
40,329548.925,4363000.019
80,383958.691,4307175.719
420,455279.601,4286154.016
890,440574.259,4244811.334
1070,326240.223,4269103.079
300,369620.983,4352022.019
140,460242.654,4290591.931
2060,433956.855,4221453.886
390,342232.283,4342445.465
120,339107.398,4216548.822
0,414839.91,4383788.147
180,382304.34,4397802.616
140,407671.056,4361364.998
580,438368.457,4216548.822
40,369620.983,4398736.914
150,440022.808,4218650.992
100,351423.122,4297599.165
150,365393.197,4214446.652
170,417045.711,4348751.976
310,435978.839,4327029.55
60,365760.83,4376313.764
140,338188.314,4398036.191
60,454728.151,4332868.912
1370,435611.206,4288723.335
140,412082.658,4320956.613
120,387083.577,4344781.21
150,432670.137,4252986.44
80,444802.045,4339175.422
530,441493.343,4314650.102
90,329365.108,4241307.717
260,397377.316,4366503.636
160,396274.415,4358562.104
80,380282.356,4280781.803
120,341313.199,4229161.844
130,348298.236,4299467.761
100,457117.769,4328898.145
30,360797.777,4326562.401
50,404729.987,4308343.591
640,429912.886,4220753.163
470,330468.009,4290825.506
110,400869.835,4249482.823
70,335614.879,4230329.716
330,407303.422,4299467.761
50,338004.497,4327730.273
70,336166.329,4228227.546
270,418700.062,4270971.675
360,372010.601,4376313.764
130,378444.188,4350854.146
600,467411.508,4259760.1
670,440758.076,4314650.102
70,372010.601,4371408.7
300,370356.25,4352255.593
180,353445.106,4260694.398
130,324402.055,4323759.507
190,415207.543,4239906.27
1010,390943.729,4375613.041
70,381752.89,4389393.935
30,362268.312,4292927.676
120,408773.956,4266300.186
190,435243.572,4298066.314
2830,445721.129,4241774.865
110,322747.704,4402006.957
160,390024.645,4270037.377
270,380098.539,4233599.759
60,371826.784,4274241.718
320,411347.391,4288723.335
240,373113.501,4346182.657
680,376973.654,4213745.928
610,368334.265,4223088.907
110,355650.908,4337306.827
80,437265.557,4341277.593
230,386899.76,4320489.464
130,338923.581,4357627.806
740,370356.25,4384255.296
50,336350.146,4325861.677
430,403810.903,4353189.891
100,338739.764,4312547.932
130,343886.634,4228928.269
560,360613.961,4228694.695
600,456014.868,4274008.143
1060,452338.533,4274008.143
240,336350.146,4282183.25
230,342232.283,4278212.484
450,372194.418,4241541.291
200,448478.38,4218183.843
130,356753.808,4217483.12
1650,388186.477,4242475.589
10,338372.13,4296431.293
180,335247.245,4250417.121
160,364106.479,4232198.312
310,426788,4238738.397
100,389473.195,4277511.76
100,341129.382,4317920.145
180,338555.947,4260227.249
280,444802.045,4294562.697
290,380649.989,4331233.89
100,349401.137,4235935.504
230,335431.062,4220986.737
70,385613.042,4260694.398
300,338923.581,4272840.271
40,454360.517,4329598.869
390,382304.34,4257424.355
130,352158.389,4263030.143
150,369620.983,4356927.083
210,408957.773,4234534.057
100,453441.433,4316985.847
200,341129.382,4252519.291
200,332673.81,4315117.251
150,376606.02,4368138.658
100,359143.426,4220986.737
70,439287.541,4217249.545
80,408773.956,4273307.42
20,359143.426,4329365.294
320,415575.177,4303672.102
620,424582.199,4259760.1
130,402891.819,4215147.375
380,444618.228,4297599.165
1500,449581.281,4283584.697
60,353077.473,4383087.424
740,452706.166,4278913.207
290,400502.201,4372342.998
150,375686.936,4263263.717
190,342048.466,4242709.163
240,448110.747,4306474.996
20,415575.177,4371408.7
190,331387.093,4322358.06
220,396458.232,4252519.291
2020,323666.788,4294329.123
230,426604.184,4269570.228
120,379363.272,4398269.765
220,369620.983,4361364.998
140,333776.711,4387525.339
180,381201.44,4257657.93
250,399583.117,4293394.825
40,380098.539,4372109.424
110,377525.104,4360197.125
200,450684.182,4305307.123
230,426236.55,4316985.847
290,467227.692,4239672.695
70,347562.969,4371175.126
150,402524.186,4220986.737
130,417413.345,4265365.888
150,325688.773,4255789.334
220,374032.585,4361131.423
700,367047.548,4392897.552
